Type,Polity,Iconic,Patronymic,Papponymic,Title,Divider,DividerType,Border,BorderType,Orientation,Material,Perforated,BelongingMark,FiliationMark
Seal,Judah,FALSE,TRUE,FALSE,FALSE,TRUE,Double-line,TRUE,Single-line,Horizontal,Organic,TRUE,FALSE,FALSE
Seal,Judah,FALSE,TRUE,FALSE,FALSE,TRUE,Rope-pattern ,TRUE,Single-line,Horizontal,Stone,TRUE,TRUE,TRUE
Seal,Judah,FALSE,TRUE,FALSE,FALSE,TRUE,Double-line,TRUE,Double-line,Horizontal,Stone,TRUE,TRUE,TRUE
Seal,Judah,TRUE,TRUE,FALSE,FALSE,TRUE,Double-line,TRUE,Single-line,Vertical,Stone,TRUE,TRUE,FALSE
Bulla,Judah,FALSE,TRUE,FALSE,FALSE,TRUE,Double-line,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,FALSE
Bulla,Judah,?,TRUE,FALSE,FALSE,TRUE,Double-line,TRUE,,Vertical,UNKNOWN,UNKNOWN,TRUE,TRUE
Bulla,Judah,FALSE,TRUE,UNKNOWN,UNKNOWN,FALSE,,FALSE?,Borderless,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,TRUE,UNKNOWN,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,FALSE,TRUE,FALSE,FALSE,TRUE,Lotus-bud,TRUE,?,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,TRUE
Bulla,Judah,FALSE,TRUE,FALSE,FALSE,TRUE,Lotus-bud,TRUE,?,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,FALSE
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Lotus-bud,TRUE,UNKNOWN,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,FALSE,TRUE,FALSE,FALSE,TRUE,TBD,TRUE,?,Horizontal,UNKNOWN,UNKNOWN,TRUE,UNKNOWN
Bulla,Judah,FALSE,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,TBD,TRUE,?,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,FALSE,TRUE,FALSE,UNKNOWN,TRUE,Double-line,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,FALSE,TRUE,FALSE,FALSE,TRUE,Double-line,,Double-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,FALSE
Bulla,Judah,FALSE,TRUE,FALSE,FALSE,TRUE,Double-line,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,TRUE,TRUE
Bulla,Judah,FALSE,TRUE,FALSE,FALSE,TRUE,Lotus-bud,,Single-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,TRUE
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Ladder pattern,UNKNOWN,UNKNOWN,?,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,FALSE,TRUE,FALSE,FALSE,TRUE,Double-line,TRUE,Double-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,FALSE,TRUE,FALSE,FALSE,TRUE,Double-line,TRUE,Double-line,Horizontal,UNKNOWN,UNKNOWN,TRUE,TRUE
Bulla,Judah,FALSE,TRUE,TRUE,FALSE,FALSE,,FALSE,,Horizontal,UNKNOWN,UNKNOWN,TRUE,TRUE
Bulla,Judah,UNKNOWN,TRUE,UNKNOWN,UNKNOWN,TRUE,Double-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,UNKNOWN,FALSE,FALSE,TRUE,TRUE,Double-line,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,TRUE,FALSE
Bulla,Judah,FALSE,TRUE,FALSE,FALSE,TRUE,Double-line,UNKNOWN,UNKNOWN,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,FALSE,TRUE,UNKNOWN,UNKNOWN,TBD,TBD,TRUE,Double-line,?,UNKNOWN,UNKNOWN,TRUE,FALSE
Bulla,Judah,FALSE,TRUE,FALSE,FALSE,TRUE,Double-line,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,TRUE,TRUE
Bulla,Judah,FALSE,TRUE,FALSE,FALSE,TRUE,Lotus-bud,,Single-line,Horizontal,UNKNOWN,UNKNOWN,TRUE,TRUE
Bulla,Judah,FALSE,TRUE,FALSE,FALSE,TRUE,Double-line,UNKNOWN,UNKNOWN,Horizontal,UNKNOWN,UNKNOWN,TRUE,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TBD,TBD,,Single-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,UNKNOWN,TRUE,UNKNOWN,FALSE,TRUE,Double-line,,Double-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,UNKNOWN,TRUE,UNKNOWN,FALSE,TRUE,Double-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,FALSE,TRUE,FALSE,FALSE,TRUE,Triple-line,,Double-line,Horizontal,UNKNOWN,UNKNOWN,TRUE,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,UNKNOWN,UNKNOWN,Horizontal,UNKNOWN,UNKNOWN,TRUE,UNKNOWN
Bulla,Judah,UNKNOWN,TRUE,UNKNOWN,FALSE,TBD,TBD,TRUE,Single-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE
Bulla,Judah,UNKNOWN,TRUE,UNKNOWN,FALSE,TRUE,Double-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Single-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Single-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,FALSE,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,UNKNOWN,UNKNOWN,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,TRUE
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,,Single-line,Horizontal,UNKNOWN,UNKNOWN,FALSE,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Single-line,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,,Single-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,Double-line,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,UNKNOWN
Bulla,Judah,FALSE,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,UNKNOWN,UNKNOWN,Horizontal,UNKNOWN,UNKNOWN,TRUE,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,FALSE,TRUE,TRUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Single-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,TRUE,Single-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,Single-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Ladder pattern,TRUE,Single-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,,Single-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,FALSE,TRUE,FALSE,FALSE,TRUE,Double-line,UNKNOWN,UNKNOWN,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,TRUE
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,FALSE,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,,Single-line,Vertical,UNKNOWN,UNKNOWN,TRUE,UNKNOWN
Bulla,Judah,FALSE,TRUE,UNKNOWN,FALSE,TRUE,Double-line,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,UNKNOWN,TRUE,FALSE,FALSE,TRUE,Double-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Single-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,TRUE,Single-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,TRUE,FALSE,FALSE,FALSE,FALSE,,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,TRUE,FALSE
Bulla,Judah,TRUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,TRUE,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,,TRUE,Double-line,?,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,TRUE,TRUE,FALSE,TRUE,FALSE,,TRUE,Triple-line,Horizontal,UNKNOWN,UNKNOWN,TRUE,FALSE
Bulla,Judah,FALSE,TRUE,TRUE,FALSE,TRUE,Double-line,UNKNOWN,UNKNOWN,Vertical,UNKNOWN,UNKNOWN,TRUE,TRUE
Bulla,Judah,FALSE,TRUE,TRUE,FALSE,FALSE,,TRUE,?,Vertical,UNKNOWN,UNKNOWN,TRUE,TRUE
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,TRUE,TBD,TBD,TBD,TBD,UNKNOWN,UNKNOWN,UNKNOWN,TRUE
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,UNKNOWN,UNKNOWN,TBD,TBD,TBD,UNKNOWN,UNKNOWN,UNKNOWN,TRUE
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,TRUE,TBD,TBD,TBD,TBD,UNKNOWN,UNKNOWN,UNKNOWN,TRUE
Bulla,Judah,FALSE,TRUE,FALSE,FALSE,TRUE,Double-line,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,TRUE,FALSE
Bulla,Judah,FALSE,TRUE,FALSE,FALSE,TRUE,Double-line,TRUE,,Horizontal,UNKNOWN,UNKNOWN,TRUE,FALSE
Bulla,Judah,TRUE,FALSE,FALSE,FALSE,TRUE,Single-line,TRUE,,Vertical,UNKNOWN,UNKNOWN,TRUE,FALSE
Bulla,Judah,TRUE,TRUE,FALSE,FALSE,TRUE,Double-line,TRUE,Double-line,Vertical,UNKNOWN,UNKNOWN,TRUE,FALSE
Bulla,Judah,FALSE,TRUE,FALSE,FALSE,TRUE,Double-line,UNKNOWN,UNKNOWN,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Ladder design,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,FALSE,UNKNOWN,FALSE,UNKNOWN,TRUE,Double-line,TRUE,,Horizontal,UNKNOWN,UNKNOWN,TRUE,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,UNKNOWN
Bulla,Judah,TRUE,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,TRUE,Single-line,Vertical,UNKNOWN,UNKNOWN,TRUE,FALSE
Bulla,Judah,FALSE,TRUE,FALSE,FALSE,TRUE,Double-line,TRUE,Double-line,Horizontal,UNKNOWN,UNKNOWN,TRUE,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,FALSE,TRUE,FALSE,FALSE,TRUE,Single-line,UNKNOWN,UNKNOWN,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,TRUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,?,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,FALSE,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,TRUE,Two lines filled with dots,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Israel,TRUE,FALSE,FALSE,FALSE,TRUE,Single-line,TRUE,Single-line?,Vertical,UNKNOWN,UNKNOWN,FALSE,FALSE
Handle,Israel,FALSE,FALSE,FALSE,FALSE,NO?,Single-line?,TRUE,Single-line?,Vertical,UNKNOWN,UNKNOWN,TRUE,FALSE
Seal,Judah,FALSE,TRUE,FALSE,FALSE,TRUE,Double-line,TBD,TBD,Horizontal,Stone,TBD,UNKNOWN,TRUE
Bulla,Judah,FALSE,FALSE,FALSE,TRUE,TRUE,Double-line,TRUE,Double-line,Horizontal,UNKNOWN,UNKNOWN,TRUE,FALSE
Seal,Judah,FALSE,TRUE,FALSE,FALSE,TRUE,Double-line,TRUE,Single-line,Horizontal,Stone,TRUE,TRUE,TRUE
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,UNKNOWN,,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,TRUE,TRUE,FALSE,FALSE,TRUE,Double-line,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,TRUE,FALSE
Bulla,Judah,TRUE,TRUE,FALSE,FALSE,TRUE,Double-line,TRUE,Single-line,Vertical,UNKNOWN,UNKNOWN,UNKNOWN,TRUE
Bulla,Judah,FALSE,FALSE,FALSE,TRUE,TRUE,Double-line,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,TRUE,FALSE
Bulla,Judah,TRUE,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,TRUE,Double-line,Vertical,UNKNOWN,UNKNOWN,TRUE,UNKNOWN
Handle,Judah,FALSE,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,TRUE,UNKNOWN
Seal,Judah,FALSE?,TRUE,FALSE,FALSE,TRUE,Double-line,TRUE,Single-line,Vertical,Stone,TRUE,TRUE,FALSE
Seal,Judah,FALSE,TRUE,FALSE,FALSE,TRUE,Single-line,TRUE,Single-line,Horizontal,Stone,TRUE,TRUE,FALSE
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,FALSE,TRUE,FALSE,FALSE,TRUE,Double-line,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,TRUE,FALSE
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Single-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,UNKNOWN,TRUE,UNKNOWN,UNKNOWN,TRUE,Double-line,TRUE,Single-line,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Single-line(?),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,UNKNOWN,TRUE,UNKNOWN,UNKNOWN,TRUE,Single-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,UNKNOWN,TRUE,UNKNOWN,FALSE,TRUE,Triple-line,TRUE,Single-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,FALSE,TRUE,FALSE,FALSE,TRUE,Lotus-bud,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,TRUE,TRUE
Bulla,Judah,TRUE,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Single-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,UNKNOWN
Bulla,Judah,UNKNOWN,TRUE,UNKNOWN,FALSE,TRUE,Double-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,FALSE,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Floral pattern,UNKNOWN,UNKNOWN,Horizontal,UNKNOWN,UNKNOWN,TRUE,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Handle,Judah,FALSE,TRUE,FALSE,FALSE,TRUE,Single-line,UNKNOWN,UNKNOWN,Horizontal,UNKNOWN,UNKNOWN,FALSE,FALSE
Handle,Judah,FALSE,TRUE,FALSE,FALSE,TRUE,Lotus-bud,TRUE,?,Horizontal?,UNKNOWN,UNKNOWN,TRUE,TRUE
Bulla,Judah,FALSE,TRUE,,,TRUE,Double-line,TRUE,,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,TRUE
Tablet,Israel,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,TRUE,TBD,TBD,UNKNOWN,UNKNOWN,UNKNOWN,TBD
Bulla,Israel,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,TRUE,FALSE
Bulla,Israel,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,Vertical,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,FALSE,TRUE,FALSE,FALSE,TRUE,Triple-line,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,TRUE,TRUE
Bulla,Judah,FALSE,TRUE,FALSE,FALSE,TRUE,Double-line,TRUE,Single-line?,Horizontal,UNKNOWN,UNKNOWN,TRUE,FALSE
Bulla,Judah,TRUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,TRUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,UNKNOWN,TRUE,UNKNOWN,FALSE,TRUE,Double-line,TRUE,Single-line,Vertical,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,TRUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,TRUE,Single-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,FALSE,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,TRUE,Single-line?,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,FALSE,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,UNKNOWN,UNKNOWN,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,FALSE,TRUE,FALSE,FALSE,TRUE,Single-line,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,FALSE,TRUE,UNKNOWN,FALSE,TRUE,Double-line,TRUE,,Horizontal,UNKNOWN,UNKNOWN,TRUE,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,FALSE,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,FALSE,,Horizontal,UNKNOWN,UNKNOWN,TRUE,UNKNOWN
Bulla,Judah,FALSE,TRUE,FALSE,FALSE,TRUE,Double-line,FALSE,,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,TRUE,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Seal,Judah,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,,Horizontal,Stone,FALSE,TRUE,FALSE
Handle,Judah,FALSE,TRUE,FALSE,FALSE,FALSE,,,,Horizontal,UNKNOWN,UNKNOWN,FALSE,FALSE
Seal,Judah,FALSE,TRUE,FALSE,FALSE,TRUE,Double-line,TRUE,,Horizontal,Artificial?,UNKNOWN,UNKNOWN,UNKNOWN
Seal,Judah,FALSE,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,TRUE,Single-line?,Horizontal,Artificial,UNKNOWN,UNKNOWN,UNKNOWN
Seal,Judah,FALSE,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,TRUE,Single-line,Horizontal,Stone,UNKNOWN,TRUE,UNKNOWN
Bulla,Judah,TRUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
Seal,Judah,Iconic?,FALSE,FALSE,FALSE,TRUE,Double-line,TRUE,Single-line,Horizontal,Stone,TRUE,UNKNOWN,FALSE
Handle,Israel,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,UNKNOWN,TRUE,UNKNOWN
Seal,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
