ShortReference,Type(s),Polity,Iconic,HasPatronymic,HasGrandFather,HasTitle,Gender,HasDivider,DividerType,HasBorder,BorderType,Orientation,Shape,Material,Perforated,YahwisticName,YahwisticFather,ElohisticName,ElohisticFather,BelongingMark,FiliationMark
"Mazar & Livyatan Ben-Arie 2018, n. B10",Bulla,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Double-line,TRUE,,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"Mazar & Livyatan Ben-Arie 2018, n. B11",Bulla,Judah,TRUE,FALSE,FALSE,FALSE,Male,TRUE,Single-line,TRUE,,Vertical,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"Mazar & Livyatan Ben-Arie 2018, n. B12",Bulla,Judah,TRUE,TRUE,FALSE,FALSE,Male,TRUE,Double-line,TRUE,Double-line,Vertical,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"Mazar and Livyatan Ben-Arie 2018, n. B13",Bulla,Judah,FALSE,TRUE,FALSE,FALSE,UNKNOWN,TRUE,Double-line,UNKNOWN,UNKNOWN,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,UNKNOWN,FALSE,UNKNOWN,UNKNOWN
"Mazar and Livyatan Ben-Arie 2018, n. B14",Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Ladder design,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Mazar and Livyatan Ben-Arie 2018, n. B15",Bulla,Judah,FALSE,UNKNOWN,FALSE,UNKNOWN,Male,TRUE,Double-line,TRUE,,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,UNKNOWN
"Mazar and Livyatan Ben-Arie 2018, n. B16",Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,UNKNOWN
"Mazar and Livyatan Ben-Arie 2018, n. B17",Bulla,Judah,TRUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,TRUE,Single-line,Vertical,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,FALSE
"Mazar and Livyatan Ben-Arie 2018, n. B18",Bulla,Judah,FALSE,TRUE,FALSE,FALSE,UNKNOWN,TRUE,Double-line,TRUE,Double-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,UNKNOWN
"Mazar and Livyatan Ben-Arie 2018, n. B19",Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Mazar and Livyatan Ben-Arie 2018, n. B20",Bulla,Judah,FALSE,TRUE,FALSE,FALSE,UNKNOWN,TRUE,Single-line,UNKNOWN,UNKNOWN,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,UNKNOWN,FALSE,UNKNOWN,UNKNOWN,UNKNOWN
"Mazar and Livyatan Ben-Arie 2018, n. B21",Bulla,Judah,TRUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,?,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Mazar and Livyatan Ben-Arie 2018, n. B22",Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Mazar and Livyatan Ben-Arie 2018, n. B23",Bulla,Judah,FALSE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,TRUE,Two lines filled with dots,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Mazar and Livyatan Ben-Arie 2018, n. B24",Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
CSSPI Khirbet Abu Tabaq 1,Seal,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Double-line,TBD,TBD,Horizontal,Scaraboid,Stone,TBD,TRUE,UNKNOWN,FALSE,UNKNOWN,UNKNOWN,TRUE
"Mendel-Geberovitch et al. 2019, p. 161-166",Bulla,Judah,FALSE,FALSE,FALSE,TRUE,Male,TRUE,Double-line,TRUE,Double-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,UNKNOWN,FALSE,UNKNOWN,TRUE,FALSE
"Mendel-Geberovitch et al. 2019, p. 158-161",Seal,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Double-line,TRUE,Single-line,Horizontal,Scaraboid,Stone,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"Aharoni 1968, pl 11, no. 14",Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Aharoni 1968, pl 11, no. 15",Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Aharoni 1968, pl 11, no. 16",Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,UNKNOWN,,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Aharoni 1968, pl 11, no. 17",Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Klingbeil et al. 2019, no. A-B",Bulla,Judah,TRUE,TRUE,FALSE,FALSE,Male,TRUE,Double-line,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"Klingbeil et al. 2019, no. C",Bulla,Judah,TRUE,TRUE,FALSE,FALSE,Male,TRUE,Double-line,TRUE,Single-line,Vertical,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE
"Mendel, in press,  p. 132, no. 10",Bulla,Judah,FALSE,FALSE,FALSE,TRUE,Male,TRUE,Double-line,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,UNKNOWN,FALSE,UNKNOWN,TRUE,FALSE
CSSPI Jerusalem 291,Bulla,Judah,TRUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,TRUE,Double-line,Vertical,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,UNKNOWN
"Koch and Lipschits 2016: 345-346, no. 6",Handle,Judah,FALSE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,UNKNOWN
"Finkielsztejn and Gorzalczany 2010, Fig. 7",Seal,Judah,FALSE?,TRUE,FALSE,FALSE,MALE,TRUE,Double-line,TRUE,Single-line,Vertical,?,Stone,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"Mendel-Geberovich et al. 2020, p. 163-165, Fig. 5",Seal,Judah,FALSE,TRUE,FALSE,FALSE,MALE,TRUE,Single-line,TRUE,Single-line,Horizontal,Scaraboid,Stone,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"Mendel-Geberovich et al. 2020, no. 1",Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Mendel-Geberovich et al. 2020, no. 2",Bulla,Judah,FALSE,TRUE,FALSE,FALSE,MALE,TRUE,Double-line,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"Mendel-Geberovich et al. 2020, no. 3",Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Single-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Mendel-Geberovich et al. 2020, no. 4",Bulla,Judah,UNKNOWN,TRUE,UNKNOWN,UNKNOWN,MALE,TRUE,Double-line,TRUE,Single-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,UNKNOWN
"Mendel-Geberovich et al. 2020, no. 5",Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Mendel-Geberovich et al. 2020, no. 6",Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,MALE,TRUE,Single-line(?),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,UNKNOWN,FALSE,UNKNOWN,UNKNOWN,UNKNOWN
"Mendel-Geberovich et al. 2020, no. 7",Bulla,Judah,UNKNOWN,TRUE,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Single-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,UNKNOWN,FALSE,UNKNOWN,UNKNOWN,UNKNOWN
"Mendel-Geberovich et al. 2020, no. 8",Bulla,Judah,UNKNOWN,TRUE,UNKNOWN,FALSE,UNKNOWN,TRUE,Triple-line,TRUE,Single-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Mendel-Geberovich et al. 2020, no. 9",Bulla,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Lotus-bud,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"Mendel-Geberovich et al. 2020, no. 10",Bulla,Judah,TRUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Single-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,UNKNOWN
"Mendel-Geberovich et al. 2020, no. 11",Bulla,Judah,UNKNOWN,TRUE,UNKNOWN,FALSE,UNKNOWN,TRUE,Double-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Mendel-Geberovich et al. 2020, no. 12",Bulla,Judah,FALSE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Floral pattern,UNKNOWN,UNKNOWN,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,UNKNOWN
"Mendel-Geberovich et al. 2020, no. 13",Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Ussishkin 2004c: 2137, No. 80 and Fig. 29.14: 4. ",Handle,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Single-line,UNKNOWN,UNKNOWN,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Garfinkel et al. 2021, p. 450-451, Fig. 28",Handle,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Lotus-bud,TRUE,?,Horizontal?,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
https://www.timesofisrael.com/first-temple-era-walls-razed-in-biblical-account-found-unbreached-in-jerusalem/,Bulla,Judah,FALSE,TRUE,,,,TRUE,Double-line,TRUE,,Horizontal,,UNKNOWN,UNKNOWN,FALSE,,FALSE,,UNKNOWN,TRUE
"Vukosavovi? and Chalaf 2020, p. 37*-38*, Fig. 2",Bulla,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Triple-line,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"Vukosavovi? and Chalaf 2020, p. 38*-39*, Fig. 4",Bulla,Judah,FALSE,TRUE,FALSE,FALSE,Male,TRUE,Double-line,TRUE,Single-line?,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
CSSPI Jerusalem 226,Bulla,Judah,TRUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,TRUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
CSSPI Jerusalem 293,Bulla,Judah,UNKNOWN,TRUE,UNKNOWN,FALSE,UNKNOWN,TRUE,Double-line,TRUE,Single-line,Vertical,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
CSSPI Jerusalem 296,Bulla,Judah,TRUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,TRUE,Single-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
CSSPI Jerusalem 297,Bulla,Judah,FALSE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,TRUE,Single-line?,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
CSSPI Jerusalem 298,Bulla,Judah,FALSE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,UNKNOWN,UNKNOWN,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
CSSPI Jerusalem 299,Bulla,Judah,FALSE,TRUE,FALSE,FALSE,UNKNOWN,TRUE,Single-line,TRUE,Single-line,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
CSSPI Jerusalem 300,Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
CSSPI Jerusalem 301,Bulla,Judah,FALSE,TRUE,UNKNOWN,FALSE,UNKNOWN,TRUE,Double-line,TRUE,,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,UNKNOWN
CSSPI Jerusalem 302,Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
CSSPI Jerusalem 303,Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,UNKNOWN,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
CSSPI Jerusalem 304,Bulla,Judah,FALSE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,FALSE,,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,UNKNOWN
CSSPI Jerusalem 305,Bulla,Judah,FALSE,TRUE,FALSE,FALSE,UNKNOWN,TRUE,Double-line,FALSE,,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
CSSPI Jerusalem 306,Bulla,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,TRUE,,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
CSSPI Jerusalem 310,Seal,Judah,FALSE,FALSE,FALSE,FALSE,UNKNOWN,FALSE,,FALSE,,Horizontal,Scaraboid,Stone,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
CSSPI Jerusalem 103,Handle,Judah,FALSE,TRUE,FALSE,FALSE,UNKNOWN,FALSE,,,,Horizontal,UNKNOWN,UNKNOWN,UNKNOWN,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
CSSPI Jerusalem 44a,Seal,Judah,FALSE,TRUE,FALSE,FALSE,UNKNOWN,TRUE,Double-line,TRUE,,Horizontal,Scaraboid,Artificial?,UNKNOWN,TRUE?,TRUE,FALSE,FALSE,UNKNOWN,UNKNOWN
CSSPI Jerusalem 44b,Seal,Judah,FALSE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,TRUE,Single-line?,Horizontal,Scaraboid,Artificial,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
CSSPI Jerusalem 28,Seal,Judah,FALSE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,Double-line,TRUE,Single-line,Horizontal,Scaraboid,Stone,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,TRUE,UNKNOWN
CSSPI Jerusalem 285,Bulla,Judah,TRUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
"Tufnell 1953: 347-348, Pl. 44A.168, 45.168",Seal,Judah,Iconic?,FALSE,FALSE,FALSE,UNKNOWN,TRUE,Double-line,TRUE,Single-line,Horizontal,Scaraboid,Stone,TRUE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,FALSE
"Lachish IIIb, Pl. 57, no 14",Seal,Judah,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
